Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,system_type
502-2354,1,Ford Motor Company,1-Day,,,FEB-2022,1FMCU9J9XLU, ,,Ford,Escape, ,2020.0, ,f6617bfe417a14a,,Y,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, ,Y, , , , , , ,,FEB-2022, ,FEB-2022,,Y,0c245b93719a23b,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Middleburg, ,FL ,,Y,Intersection,Dry,No Unusual Conditions,,Y,Dawn / Dusk, , ,Y, , , , , ,,Heavy Truck,Moderate,Yes,Stopped,No,No,Y, , ,Y, , , , , , , ,Proceeding Straight,Yes,Yes,Yes,,Y, , , , ,Y,Y,Y,Y,Y, , , ,Y, , , , , , ,Yes,Clay County Sheriff, ,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2334,2,"Tesla, Inc.",10-Day Update,,,FEB-2022,5YJSA1E28FF, ,,Tesla,Model S, ,2015.0, ,2e8973e44b73557,131753.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,19:55, ,274941f9ee93fe8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Clifton, ,NJ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Unknown,Unknown,55.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,36.0, , , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2333,2,"Tesla, Inc.",10-Day Update,,,FEB-2022,5YJ3E1EA2MF, ,,Tesla,Model 3, ,2021.0, ,32175808a90e6ed,6782.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,02:37, ,0d70767200e85b8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Not Lighted,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Stopped,Unknown,Unknown, , , , , , ,Y, , , , ,"Other, see Narrative",No,Yes,Unknown,19.0, , , ,Y, , , , , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2332,2,"Tesla, Inc.",10-Day Update,,,FEB-2022,5YJ3E1EA1JF, ,,Tesla,Model 3, ,2018.0, ,8eb3a19a1b98a6f,86567.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,16:23, ,d4ef241504dec8f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Hayward, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Daylight,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Changing Lanes,Unknown,Unknown,Y, , , , , , , , , , ,Proceeding Straight,Yes,Unknown,Unknown,29.0, , , , , , , , , ,Y, , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2278,2,"Tesla, Inc.",10-Day Update,,,FEB-2022,5YJYGDEE7LF, ,,Tesla,Model Y, ,2020.0, ,c8d158b8d033a47,50762.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,23:16, ,d5b60c1f14a57ba,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tinton Falls, ,NJ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,Unknown,Unknown, , , , , ,Y, , ,Y, , ,Proceeding Straight,Yes,Unknown,Unknown,11.0, , , , ,Y, , , , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2277,2,"Tesla, Inc.",10-Day Update,,,FEB-2022,5YJYGDEE3LF, ,,Tesla,Model Y, ,2020.0, ,d7dfbc2648c0b27,29117.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,07:05, ,9b29da6c899b747,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Belton, ,MO ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Snow / Slush / Ice,No Unusual Conditions,40.0, ,Dark - Lighted, ,Y, , , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Unknown,Yes,Unknown,Unknown,18.0, , , , , , ,Y, , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2276,2,"Tesla, Inc.",10-Day Update,,,FEB-2022,5YJXCAE27KF, ,,Tesla,Model X, ,2019.0, ,1d10c58a9f54e55,92856.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,23:39, ,a68e8744967c54a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Calhoun, ,GA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,45.0, ,Dawn / Dusk, , , , , , ,Y, ,,SUV,Unknown,Yes,Making Left Turn,Unknown,Unknown, , , , , , , , ,Y, , ,Proceeding Straight,Yes,Unknown,Unknown,46.0, , , , , , ,Y, , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2252,2,"Tesla, Inc.",10-Day Update,,,FEB-2022,5YJ3E1EA7NF, ,,Tesla,Model 3, ,2022.0, ,1f745eeebd28c43,1307.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,16:17, ,859826949477e9f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Saratoga, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Rural Road,Dry,"Other, see Narrative",30.0, ,Dawn / Dusk,Y, , , , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Proceeding Straight,No,Yes,Unknown,23.0, , , , , , , , , ,Y, , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2251,2,"Tesla, Inc.",10-Day Update,,,FEB-2022,5YJ3E1EA7JF, ,,Tesla,Model 3, ,2018.0, ,a7224467d497554,43229.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,15:42, ,7f9bc2edb9383d5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mountain View, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Daylight,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,Unknown,Unknown, , , , , ,Y, , , , , ,Proceeding Straight,Yes,Unknown,Unknown,12.0, , , , ,Y, , , , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
1042-2343,1,"Porsche Cars North America, Inc.",1-Day,,,FEB-2022,WP0BA2Y12MS, ,,Porsche,Taycan 4 Cross Turismo, ,2021.0, ,d04eb2cbab51798,3731.0, ,Consumer,,Y, ,Yes,ADAS,, ,Y, , , , , , ,,FEB-2022, ,FEB-2022,,Y,e5ba340558470c4,,Y,,Y,,Y,,Y,UNK,,Y,Unknown,Unknown,Traffic Incident,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Stopped,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Unknown,Unknown,Unknown,40.0, , , , , , , , , , , ,Y, , , , , , , ,Y,Unknown,,Y,Unknown,,Y,,Y,,Y,"Unknown, see Narrative", ,Subject vehicle was traveling at 40mph and another vehicle stopped in front of the subject vehicle in the path of the subject vehicle. Customer states that the subject vehicle did not stop as it should have., ,ADAS
13781-2341,1,"Tesla, Inc.",1-Day,,,FEB-2022,5YJ3E1EB7KF, ,,Tesla,Model 3, ,2019.0, ,b6246e857635f8a,30477.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,14:08, ,dad1f5a24a58be6,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Great Falls, ,VA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Rural Road,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
62-2340,1,Honda (American Honda Motor Co.),1-Day,,,FEB-2022,2HKRW2H81MH, ,,Honda,CRV, ,2021.0, ,b0d01e44a55f1a2,,Y,Consumer,,Y, ,No,"Unknown, see Narrative",, ,Y, , , , , , ,,DEC-2021, ,FEB-2022,,Y,25d6cbff5b7cea7,,Y,,Y,,Y,,Y,PA ,,Y,Intersection,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Making Left Turn,No,Yes,Unknown,,Y, , , , , , , , , , ,Y, , , ,Y, , , , ,No,, ,No,, ,, ,, ,"Unknown, see Narrative", ,Customer was turning left at an intersection and crashed into a vehicle that he did not notice speeding up on his left side. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged., ,ADAS
62-2339,1,Honda (American Honda Motor Co.),1-Day,,,FEB-2022,5J8TC2H52ML, ,,Acura,RDX, ,2021.0, ,f8284c6df490534,,Y,Consumer,,Y, ,No,"Unknown, see Narrative",, ,Y, , , , , , ,,FEB-2022, ,FEB-2022,,Y,4ae997237be9382,,Y,,Y,,Y,Bethpage, ,NY ,,Y,Intersection,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,No Injuries Reported,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Yes,Unknown,,Y, , , , , , , , , , ,Y, , , ,Y, , , , ,No,, ,No,, ,, ,, ,"Unknown, see Narrative", ,The customer was driving through an intersection when another vehicle ran a red light. This caused the customer to hit the vehicle next to her. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged., ,ADAS
13781-2334,1,"Tesla, Inc.",1-Day,,,FEB-2022,5YJSA1E28FF, ,,Tesla,Model S, ,2015.0, ,2e8973e44b73557,131753.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,19:55, ,274941f9ee93fe8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Clifton, ,NJ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2333,1,"Tesla, Inc.",1-Day,,,FEB-2022,5YJ3E1EA2MF, ,,Tesla,Model 3, ,2021.0, ,32175808a90e6ed,6782.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,02:37, ,0d70767200e85b8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,No,Yes,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2332,1,"Tesla, Inc.",1-Day,,,FEB-2022,5YJ3E1EA1JF, ,,Tesla,Model 3, ,2018.0, ,8eb3a19a1b98a6f,86567.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,16:23, ,d4ef241504dec8f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Hayward, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2324,1,"Tesla, Inc.",1-Day,,,FEB-2022,7SAYGAEE7NF, ,,Tesla,Model Y, ,2022.0, ,416fb63dbdcad91,6630.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,"Unknown, see Narrative",, ,Y, , , , , , ,,FEB-2022, ,FEB-2022,3:02, ,85ba5450941916e,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Emporia, ,VA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y, , , ,Y, , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
1243-1955,3,"Subaru of America, Inc.",Monthly Update,2.0,2022.0,FEB-2022,JF2SKAXC7LH, ,,Subaru,Forester, ,2020.0, ,fa5ddda468b3301,25739.0, ,Consumer,,Y, ,No,ADAS,, ,Y, ,Y, , , , ,,NOV-2021, ,DEC-2021,08:11, ,df0e18d70ba7e9e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Russell Springs, ,KY ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,70.0, ,Dark - Lighted,Y, , , , , , , ,,Animal,No Injuries Reported,Yes,Unknown,,, , , , , , , , , , , ,Proceeding Straight,Yes,Yes,Yes,70.0, , , ,Y, , ,Y, , ,Y, , , ,Y,Y,Y, ,Y, , ,Unknown,,Y,No,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
1243-1945,3,"Subaru of America, Inc.",Monthly Update,2.0,2022.0,FEB-2022,JF2SKALC0LH, ,,Subaru,Forester, ,2020.0, ,096beaf83079872,59316.0, ,Consumer,,Y, ,No,ADAS,, ,Y, , , , , , ,,DEC-2021, ,DEC-2021,14:00, ,931074479192043,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Greenwood, ,MS ,,Y,Highway / Freeway,Dry,No Unusual Conditions,,Y,Daylight,Y, , , , , , , ,,Animal,No Injuries Reported,No,Unknown,,, , , , , , , , , , , ,Proceeding Straight,No,Yes,Yes,70.0, , , , , , ,Y, , ,Y, , , , , ,Y, ,Y, , ,Unknown,,Y,No,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2278,1,"Tesla, Inc.",1-Day,,,FEB-2022,5YJYGDEE7LF, ,,Tesla,Model Y, ,2020.0, ,c8d158b8d033a47,50762.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,23:16, ,d5b60c1f14a57ba,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tinton Falls, ,NJ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2277,1,"Tesla, Inc.",1-Day,,,FEB-2022,5YJYGDEE3LF, ,,Tesla,Model Y, ,2020.0, ,d7dfbc2648c0b27,29117.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,07:05, ,9b29da6c899b747,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Belton, ,MO ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
13781-2276,1,"Tesla, Inc.",1-Day,,,FEB-2022,5YJXCAE27KF, ,,Tesla,Model X, ,2019.0, ,1d10c58a9f54e55,92856.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,23:39, ,a68e8744967c54a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Calhoun, ,GA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
